config,asset_id,ladder,from_hour,fitted_from,rate,step,level_noticeable,level_high,level_major,level_extreme
34246f3ed66a,block:FX,block,1702656000,1055718000,0.7096900861,510,4.663714371,6.826135641,13.71324277,16.81145312
34246f3ed66a,block:FX,block,1705510800,1055718000,0.7096900861,510,4.665959758,6.829690081,13.70852307,16.79887632
34246f3ed66a,block:FX,block,1708059600,1055718000,0.7096900861,510,4.673921029,6.865344692,13.9288338,17.13459694
34246f3ed66a,block:FX,block,1710763200,1055718000,0.7096900861,510,4.675981538,6.86285491,13.86970044,17.03576761
34246f3ed66a,block:FX,block,1713312000,1055718000,0.7096900861,510,4.696815598,6.913211551,14.02295439,17.23829039
34246f3ed66a,block:FX,block,1715868000,1055718000,0.7096900861,510,4.712168531,6.933019372,14.04180952,17.25163265
34246f3ed66a,block:FX,block,1718604000,1055718000,0.7096900861,510,4.712722097,6.964608928,14.35293274,17.75019921
34246f3ed66a,block:FX,block,1721160000,1055718000,0.7096900861,510,4.716779278,6.978916376,14.41367899,17.83662932
34246f3ed66a,block:FX,block,1723716000,1055718000,0.7096900861,510,4.715735208,6.975569792,14.40724729,17.83029278
34246f3ed66a,block:FX,block,1726452000,1055718000,0.7096900861,510,4.723119255,6.991313002,14.45141726,17.88787293
34246f3ed66a,block:FX,block,1729000800,1055718000,0.7096900861,510,4.730900433,7.012262317,14.51048458,17.96274465
34246f3ed66a,block:FX,block,1731538800,1055718000,0.7096900861,510,4.735913302,7.027305405,14.58467635,18.0730407
34246f3ed66a,block:FX,block,1734066000,1055718000,0.7096900861,510,4.732774022,7.019096457,14.55995723,18.04077198
